reference,time_center,dataset_source,target,mov_type,models,votes_walking,min_prob_walking,max_prob_walking,mean_prob_walking,new_target,new_mov_type,correction_reason,visual_review_decision,visual_review_source
04845288Q-121,2025-03-01 11:37:21.010000+00:00,previous_dataset,0,not_walking,3,3,0.9288355125201668,0.9974610805511476,0.9738820028210138,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:22.010000+00:00,previous_dataset,0,not_walking,3,3,0.9196829809865028,0.9966983199119568,0.9699439084437136,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:23.010000+00:00,previous_dataset,0,not_walking,3,3,0.9187765358557928,0.9903097748756408,0.9657663693710128,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:24.010000+00:00,previous_dataset,0,not_walking,3,3,0.9158581980670306,0.9932189354655948,0.9673101590064704,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:25.010000+00:00,previous_dataset,0,not_walking,3,3,0.916709673705838,0.9967743754386902,0.9664430564142532,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:26.010000+00:00,previous_dataset,0,not_walking,3,3,0.9153478670352976,0.9948802681195408,0.96784234112044,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:27.010000+00:00,previous_dataset,0,not_walking,3,3,0.9153359545672758,0.9845177531242372,0.9612203915235956,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:28.010000+00:00,previous_dataset,0,not_walking,3,3,0.9116356237141396,0.9918091332336731,0.9641193316654554,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:29.010000+00:00,previous_dataset,0,not_walking,3,3,0.9219653312339912,0.9951173067092896,0.9698988935093816,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:30.010000+00:00,previous_dataset,0,not_walking,3,3,0.9107181745420876,0.9936314225196838,0.9628294667820502,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:31.010000+00:00,previous_dataset,0,not_walking,3,3,0.9254845332884644,0.9965655207633972,0.9715430556386327,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:32.010000+00:00,previous_dataset,0,not_walking,3,3,0.8998279621602499,0.991230845451355,0.9577526859568136,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:33.010000+00:00,previous_dataset,0,not_walking,3,3,0.8909319902385808,0.984601616859436,0.9512910848647208,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:34.010000+00:00,previous_dataset,0,not_walking,3,3,0.9133060106764964,0.9966554641723632,0.9670894096253824,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:35.010000+00:00,previous_dataset,0,not_walking,3,3,0.9048502841450896,0.9945138692855836,0.9629519401173932,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:36.010000+00:00,previous_dataset,0,not_walking,3,3,0.9333991248245408,0.9948046803474426,0.9733091958846029,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:37.010000+00:00,previous_dataset,0,not_walking,3,3,0.9127960208130302,0.996171534061432,0.9673419557156108,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:38.010000+00:00,previous_dataset,0,not_walking,3,3,0.9032698555604244,0.9896379397460928,0.9592856556165462,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:39.010000+00:00,previous_dataset,0,not_walking,3,3,0.9173268797303568,0.9963511065118824,0.9691218521124338,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:40.010000+00:00,previous_dataset,0,not_walking,3,3,0.9103915604538828,0.996717783750432,0.9678625345892536,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:41.010000+00:00,previous_dataset,0,not_walking,3,3,0.918578753996213,0.9972833469931388,0.970744536211335,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:42.010000+00:00,previous_dataset,0,not_walking,3,3,0.910448502453938,0.9956241779179644,0.9660858724573924,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:43.010000+00:00,previous_dataset,0,not_walking,3,3,0.8661065738807207,0.99257892370224,0.948125299210094,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:44.010000+00:00,previous_dataset,0,not_walking,3,3,0.8298511130776466,0.9885187631156216,0.9322668945945844,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:45.010000+00:00,previous_dataset,0,not_walking,3,3,0.9083465533491144,0.991118930448922,0.9635083219652208,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:46.010000+00:00,previous_dataset,0,not_walking,3,3,0.8717585604149758,0.9617069363594056,0.9294086789430888,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:47.010000+00:00,previous_dataset,0,not_walking,3,3,0.9018065144406368,0.9917914867401124,0.9603775483814432,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:48.010000+00:00,previous_dataset,0,not_walking,3,3,0.8650866125994287,0.9722242951393129,0.9363613014704064,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:49.010000+00:00,previous_dataset,0,not_walking,3,3,0.8852036830793653,0.9845410394931284,0.9506886219076076,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:50.010000+00:00,previous_dataset,0,not_walking,3,3,0.8253976694351886,0.9176476303977646,0.8852537571009441,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:51.010000+00:00,previous_dataset,0,not_walking,3,3,0.8768416081655376,0.9834360480308532,0.9426739963338968,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:52.010000+00:00,previous_dataset,0,not_walking,3,3,0.8929990548922522,0.9762251377105712,0.9483914615736884,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:53.010000+00:00,previous_dataset,0,not_walking,3,3,0.889151967924592,0.9524118192001458,0.9257222897682535,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:54.010000+00:00,previous_dataset,0,not_walking,3,3,0.8904900943846569,0.9541585126396244,0.9278785809704758,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:55.010000+00:00,previous_dataset,0,not_walking,3,3,0.8959934044986266,0.9632219801150796,0.9406635979451184,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:56.010000+00:00,previous_dataset,0,not_walking,3,3,0.9270811292024044,0.9936473965644836,0.9694938082551824,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
04845288Q-121,2025-03-01 11:37:57.010000+00:00,previous_dataset,0,not_walking,3,3,0.8553780651045101,0.9683700203895568,0.9301021344236704,1,walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:19.010000+00:00,previous_dataset,1,walking,3,0,0.0943624320669317,0.1741642713245653,0.1312014411800519,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:20.010000+00:00,previous_dataset,1,walking,3,0,0.0914168472081704,0.1752815827649363,0.1291146286630567,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:21.010000+00:00,previous_dataset,1,walking,3,0,0.0767851844429969,0.1474239968111568,0.1056042312510646,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:22.010000+00:00,previous_dataset,1,walking,3,0,0.090663143867013,0.1792716444201637,0.1322636455100423,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:23.010000+00:00,previous_dataset,1,walking,3,0,0.0930266315956459,0.143814583614671,0.1179526766198073,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:24.010000+00:00,previous_dataset,1,walking,3,0,0.112062607289613,0.1774755315584628,0.1434861400860976,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:25.010000+00:00,previous_dataset,1,walking,3,0,0.0696037477075506,0.1386795741948165,0.0938443969836541,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:31.010000+00:00,previous_dataset,1,walking,3,0,0.1854675847136496,0.2385499477386474,0.2153537030892036,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:34.010000+00:00,previous_dataset,1,walking,3,0,0.0696766525506973,0.135531878879583,0.0941907885917932,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:35.010000+00:00,previous_dataset,1,walking,3,0,0.0953631997108459,0.1335503933204082,0.1101069841935912,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:36.010000+00:00,previous_dataset,1,walking,3,0,0.0657931268215179,0.133094932925355,0.0940698619289428,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:37.010000+00:00,previous_dataset,1,walking,3,0,0.0666556739513781,0.1578490083378324,0.0986181556736918,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
47046344M-104,2024-10-15 07:37:38.010000+00:00,previous_dataset,1,walking,3,0,0.073179256759991,0.1411067414411117,0.1003763745744131,0,not_walking,top_error_run_consensus_oof,confirm_auto,results/correction_visual_review/review_decisions_auto.csv
