Reference,review_block,source_raw,label_from_local,label_until_local,label_from_utc,label_until_utc,suggested_mov_type,mov_type,label_quality,review_notes,duration_s,windows,samples,feet_min,motion_score_mean,motion_score_min,motion_score_max,acc_std_mean,gyro_std_mean,low_threshold,high_threshold
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:08:08,2026-03-03 13:08:28,2026-03-03T12:08:08Z,2026-03-03T12:08:28Z,walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,20.0,20,3651,2,122.00988088401044,102.657781953438,141.32003535637048,0.515333304449689,92.68226002960957,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:08:45,2026-03-03 13:09:10,2026-03-03T12:08:45Z,2026-03-03T12:09:10Z,walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,25.0,25,4724,2,118.08043466140148,101.48350147125862,130.88578599051738,0.503315634211266,88.48374175705885,0.0,101.02935382135416
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:35:51,2026-02-18 11:37:20,2026-02-18T10:35:51Z,2026-02-18T10:37:20Z,not_walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,89.0,89,15543,2,0.0,0.0,0.0,0.0040852524253438,0.7771137671453895,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:42:10,2026-02-18 11:43:30,2026-02-18T10:42:10Z,2026-02-18T10:43:30Z,not_walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,80.0,80,14480,2,0.0,0.0,0.0,0.0009279489884172,0.7789601249574105,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:43:31,2026-02-18 11:44:55,2026-02-18T10:43:31Z,2026-02-18T10:44:55Z,not_walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,84.0,84,14857,2,0.0,0.0,0.0,0.0022647906992925,0.8675695212991071,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0001_2026_02_18_112011_2026_02_18_115011_raw.parquet,2026-02-18 11:32:57,2026-02-18 11:33:23,2026-02-18T10:32:57Z,2026-02-18T10:33:23Z,walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,26.0,26,4803,2,24.657215833095247,20.621258378084228,27.749713175038025,0.8428331712016793,117.56611256591788,0.0,19.937428825401447
IECHUG029-9,IECHUG029_9_block0002_2026_02_20_094030_2026_02_20_101030,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0002_2026_02_20_094030_2026_02_20_101030_raw.parquet,2026-02-20 09:41:29,2026-02-20 09:42:03,2026-02-20T08:41:29Z,2026-02-20T08:42:03Z,walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,34.0,34,6499,2,140.61897964631385,1.8020464564805156,365.4271406276866,0.2764594998135026,50.64142958890702,0.0384997894638779,1.6144869167979785
IECHUG029-9,IECHUG029_9_block0002_2026_02_20_094030_2026_02_20_101030,salidas_test/new_influx_labeling_batch/raw_blocks/IECHUG029_9_block0002_2026_02_20_094030_2026_02_20_101030_raw.parquet,2026-02-20 09:47:52,2026-02-20 09:48:44,2026-02-20T08:47:52Z,2026-02-20T08:48:44Z,walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,52.0,52,9917,2,148.81822128479874,2.852034263538165,347.8347402176845,0.2708701990594692,56.5198274651942,0.0384997894638779,1.6144869167979785
LFCMHUG070-78,LFCMHUG070_78_block0001_2026_05_20_114734_2026_05_20_121734,salidas_test/new_influx_labeling_batch/raw_blocks/LFCMHUG070_78_block0001_2026_05_20_114734_2026_05_20_121734_raw.parquet,2026-05-20 11:56:00,2026-05-20 11:56:15,2026-05-20T09:56:00Z,2026-05-20T09:56:15Z,not_walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,15.0,15,1488,2,0.0075691330269488,0.0,0.0538926352531079,0.0003950603464399,0.3222031048100885,0.1764592640098495,15.143704965093251
LFCMHUG070-78,LFCMHUG070_78_block0002_2026_05_30_085855_2026_05_30_092855,salidas_test/new_influx_labeling_batch/raw_blocks/LFCMHUG070_78_block0002_2026_05_30_085855_2026_05_30_092855_raw.parquet,2026-05-30 09:00:55,2026-05-30 09:01:19,2026-05-30T07:00:55Z,2026-05-30T07:01:19Z,not_walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,24.0,24,2380,2,0.0,0.0,0.0,0.0054211683946235,0.555629367471081,0.0,5.594827355563095
LFCMHUG070-78,LFCMHUG070_78_block0002_2026_05_30_085855_2026_05_30_092855,salidas_test/new_influx_labeling_batch/raw_blocks/LFCMHUG070_78_block0002_2026_05_30_085855_2026_05_30_092855_raw.parquet,2026-05-30 09:08:17,2026-05-30 09:08:36,2026-05-30T07:08:17Z,2026-05-30T07:08:36Z,not_walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,19.0,19,1890,2,0.0,0.0,0.0,0.0057639935944455,0.4748186221506451,0.0,5.594827355563095
LFCMHUG070-78,LFCMHUG070_78_block0001_2026_05_20_114734_2026_05_20_121734,salidas_test/new_influx_labeling_batch/raw_blocks/LFCMHUG070_78_block0001_2026_05_20_114734_2026_05_20_121734_raw.parquet,2026-05-20 11:48:00,2026-05-20 11:49:03,2026-05-20T09:48:00Z,2026-05-20T09:49:03Z,walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,63.0,63,6231,2,109.06867159880854,21.061276040844596,234.5573560046555,0.1367905845006792,82.5549884817376,0.1764592640098495,15.143704965093251
LFCMHUG070-78,LFCMHUG070_78_block0002_2026_05_30_085855_2026_05_30_092855,salidas_test/new_influx_labeling_batch/raw_blocks/LFCMHUG070_78_block0002_2026_05_30_085855_2026_05_30_092855_raw.parquet,2026-05-30 08:58:55,2026-05-30 08:59:38,2026-05-30T06:58:55Z,2026-05-30T06:59:38Z,walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,43.0,43,4269,2,49.46721053863413,14.406661867063155,62.00496460177752,0.2626830474366014,68.88103342857234,0.0,5.594827355563095
LFCMHUG070-78,LFCMHUG070_78_block0002_2026_05_30_085855_2026_05_30_092855,salidas_test/new_influx_labeling_batch/raw_blocks/LFCMHUG070_78_block0002_2026_05_30_085855_2026_05_30_092855_raw.parquet,2026-05-30 09:21:45,2026-05-30 09:22:30,2026-05-30T07:21:45Z,2026-05-30T07:22:30Z,walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,45.0,45,4473,2,31.14257672171728,6.946890220133016,51.49472049135761,0.1560911513123928,45.79819506391806,0.0,5.594827355563095
MGM-202406-79,MGM_202406_79_block0001_2024_06_16_130911_2024_06_16_133911,salidas_test/new_influx_labeling_batch/raw_blocks/MGM_202406_79_block0001_2024_06_16_130911_2024_06_16_133911_raw.parquet,2024-06-16 13:32:49,2024-06-16 13:33:54,2024-06-16T11:32:49Z,2024-06-16T11:33:54Z,not_walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,65.0,65,6171,2,0.0,0.0,0.0,0.0014818819029327,0.407390717666004,0.0,7.761787249479721
MGM-202406-79,MGM_202406_79_block0002_2024_10_08_133918_2024_10_08_140918,salidas_test/new_influx_labeling_batch/raw_blocks/MGM_202406_79_block0002_2024_10_08_133918_2024_10_08_140918_raw.parquet,2024-10-08 13:47:47,2024-10-08 13:54:49,2024-10-08T11:47:47Z,2024-10-08T11:54:49Z,not_walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,422.0,422,40510,2,0.0,0.0,0.0,0.0097222477002224,0.9134176063889116,0.0,2.6018986025831654
MGM-202406-79,MGM_202406_79_block0002_2024_10_08_133918_2024_10_08_140918,salidas_test/new_influx_labeling_batch/raw_blocks/MGM_202406_79_block0002_2024_10_08_133918_2024_10_08_140918_raw.parquet,2024-10-08 13:55:08,2024-10-08 13:56:07,2024-10-08T11:55:08Z,2024-10-08T11:56:07Z,not_walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,59.0,59,5682,2,0.0,0.0,0.0,0.0085008405375159,2.900564114141132,0.0,2.6018986025831654
MGM-202406-79,MGM_202406_79_block0001_2024_06_16_130911_2024_06_16_133911,salidas_test/new_influx_labeling_batch/raw_blocks/MGM_202406_79_block0001_2024_06_16_130911_2024_06_16_133911_raw.parquet,2024-06-16 13:26:58,2024-06-16 13:27:11,2024-06-16T11:26:58Z,2024-06-16T11:27:11Z,walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,13.0,13,1262,2,10.609015211938033,8.144777362114802,12.880127748612054,0.5309846261913038,80.59570357055526,0.0,7.761787249479721
MGM-202406-79,MGM_202406_79_block0001_2024_06_16_130911_2024_06_16_133911,salidas_test/new_influx_labeling_batch/raw_blocks/MGM_202406_79_block0001_2024_06_16_130911_2024_06_16_133911_raw.parquet,2024-06-16 13:27:13,2024-06-16 13:31:02,2024-06-16T11:27:13Z,2024-06-16T11:31:02Z,walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,229.0,229,22593,2,14.539622508040924,8.633103898520119,16.119991751149737,0.7062071033395451,106.76891498809177,0.0,7.761787249479721
MGM-202406-79,MGM_202406_79_block0002_2024_10_08_133918_2024_10_08_140918,salidas_test/new_influx_labeling_batch/raw_blocks/MGM_202406_79_block0002_2024_10_08_133918_2024_10_08_140918_raw.parquet,2024-10-08 14:04:03,2024-10-08 14:04:20,2024-10-08T12:04:03Z,2024-10-08T12:04:20Z,walking,,,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,17.0,17,1661,2,2.8145689165105705,2.6283915592505838,3.126801157033848,0.5305273486054917,82.05881215302936,0.0,2.6018986025831654
