Reference,review_block,source_raw,label_from_local,label_until_local,label_from_utc,label_until_utc,suggested_mov_type,mov_type,label_quality,review_notes,duration_s,windows,samples,feet_min,motion_score_mean,motion_score_min,motion_score_max,acc_std_mean,gyro_std_mean,low_threshold,high_threshold
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:06:57,2026-04-25 21:07:10,2026-04-25T19:06:57Z,2026-04-25T19:07:10Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,13.0,13,1261,2,40.50772719140352,36.45877756509313,44.27568902822109,0.5130452639468092,130.01009108309182,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:07:11,2026-04-25 21:07:34,2026-04-25T19:07:11Z,2026-04-25T19:07:34Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,23.0,23,2254,2,39.7644921290056,36.33713319670258,44.42026845209667,0.5014691268735547,129.4129290786457,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:07:35,2026-04-25 21:08:08,2026-04-25T19:07:35Z,2026-04-25T19:08:08Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,33.0,33,3208,2,39.75091571954488,36.71729729824702,43.45561116638594,0.5022769697924555,128.69599436063282,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:08:09,2026-04-25 21:08:25,2026-04-25T19:08:09Z,2026-04-25T19:08:25Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,16.0,16,1552,2,38.52222136260539,35.92792356976781,43.262109857418,0.48356007188907874,127.41756827932348,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:12:12,2026-04-25 21:12:22,2026-04-25T19:12:12Z,2026-04-25T19:12:22Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,10.0,10,985,2,0.0,0.0,0.0,0.0027169892601581484,0.8795524193359391,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:12:42,2026-04-25 21:12:55,2026-04-25T19:12:42Z,2026-04-25T19:12:55Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,13.0,13,1278,2,0.0,0.0,0.0,0.002545148672197833,0.9644780700875177,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:12:59,2026-04-25 21:13:13,2026-04-25T19:12:59Z,2026-04-25T19:13:13Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,14.0,14,1345,2,0.0,0.0,0.0,0.004908576311240374,1.6947059765616304,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:13:20,2026-04-25 21:13:59,2026-04-25T19:13:20Z,2026-04-25T19:13:59Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,39.0,39,3813,2,0.0,0.0,0.0,0.0016843040438531598,0.2288808570871227,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:14:27,2026-04-25 21:14:37,2026-04-25T19:14:27Z,2026-04-25T19:14:37Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,10.0,10,985,2,0.0,0.0,0.0,0.0018402456510040826,1.0955173396612343,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:14:39,2026-04-25 21:15:01,2026-04-25T19:14:39Z,2026-04-25T19:15:01Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,22.0,22,2131,2,0.0,0.0,0.0,0.002118751749312226,1.0837959662918808,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:15:02,2026-04-25 21:15:18,2026-04-25T19:15:02Z,2026-04-25T19:15:18Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,16.0,16,1563,2,0.0,0.0,0.0,0.000761821652446054,0.3767758981325133,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:15:19,2026-04-25 21:15:47,2026-04-25T19:15:19Z,2026-04-25T19:15:47Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,28.0,28,2704,2,0.0,0.0,0.0,0.0011947755718643316,0.5611178993541638,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:15:48,2026-04-25 21:16:01,2026-04-25T19:15:48Z,2026-04-25T19:16:01Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,13.0,13,1276,2,0.0,0.0,0.0,0.001188685416525873,0.49910043718075897,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:16:02,2026-04-25 21:16:17,2026-04-25T19:16:02Z,2026-04-25T19:16:17Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,15.0,15,1444,2,0.0,0.0,0.0,0.0009711825760655258,0.3526062388988129,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:16:26,2026-04-25 21:16:50,2026-04-25T19:16:26Z,2026-04-25T19:16:50Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,24.0,24,2329,2,0.0,0.0,0.0,0.0016457859308143367,0.6055513148821436,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:17:01,2026-04-25 21:17:19,2026-04-25T19:17:01Z,2026-04-25T19:17:19Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,18.0,18,1758,2,0.0,0.0,0.0,0.0004993618440854466,0.6215177131534299,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:17:43,2026-04-25 21:17:54,2026-04-25T19:17:43Z,2026-04-25T19:17:54Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,11.0,11,1073,2,0.0,0.0,0.0,0.000715276451097398,0.5904521182617279,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:17:59,2026-04-25 21:18:18,2026-04-25T19:17:59Z,2026-04-25T19:18:18Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,19.0,19,1856,2,0.0,0.0,0.0,0.0002798172126566877,0.33440083866560993,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:18:30,2026-04-25 21:18:42,2026-04-25T19:18:30Z,2026-04-25T19:18:42Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,12.0,12,1166,2,0.0,0.0,0.0,0.0014178987367921446,0.6359943136974193,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0001_2026_04_25_204904_2026_04_25_211904_raw.parquet,2026-04-25 21:18:43,2026-04-25 21:18:55,2026-04-25T19:18:43Z,2026-04-25T19:18:55Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,12.0,12,1185,2,0.0,0.0,0.0,0.00021516512368268724,0.2343763053850423,0.0,35.871458911608286
AAMALMHUG057-66,AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728_raw.parquet,2026-04-25 21:07:28,2026-04-25 21:10:03,2026-04-25T19:07:28Z,2026-04-25T19:10:03Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,155.0,155,15087,2,381.6892344111559,10.429703522240796,509.514881989347,0.3816022321172636,111.7782690338328,0.0,5.157406330908966
AAMALMHUG057-66,AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728_raw.parquet,2026-04-25 21:10:04,2026-04-25 21:10:28,2026-04-25T19:10:04Z,2026-04-25T19:10:28Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,24.0,24,2351,2,74.09457891219023,5.603042588794564,285.1091578525819,0.0542924503800535,29.112108258545415,0.0,5.157406330908966
AAMALMHUG057-66,AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728_raw.parquet,2026-04-25 21:21:55,2026-04-25 21:22:08,2026-04-25T19:21:55Z,2026-04-25T19:22:08Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,13.0,13,1278,2,0.0,0.0,0.0,0.0003129299442336792,0.22021564160232704,0.0,5.157406330908966
AAMALMHUG057-66,AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728_raw.parquet,2026-04-25 21:23:56,2026-04-25 21:24:07,2026-04-25T19:23:56Z,2026-04-25T19:24:07Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,11.0,11,1064,2,0.0,0.0,0.0,0.00013763921950622402,0.15702617982946052,0.0,5.157406330908966
AAMALMHUG057-66,AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728_raw.parquet,2026-04-25 21:25:01,2026-04-25 21:25:16,2026-04-25T19:25:01Z,2026-04-25T19:25:16Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,15.0,15,1443,2,0.0,0.0,0.0,0.00022845649265947602,0.14919643777712738,0.0,5.157406330908966
AAMALMHUG057-66,AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728_raw.parquet,2026-04-25 21:25:24,2026-04-25 21:25:41,2026-04-25T19:25:24Z,2026-04-25T19:25:41Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,17.0,17,1651,2,0.0,0.0,0.0,0.00030477621336232925,0.12847936442562016,0.0,5.157406330908966
AAMALMHUG057-66,AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728,salidas_test/new_influx_labeling_batch/raw_blocks/AAMALMHUG057_66_block0002_2026_04_25_210728_2026_04_25_213728_raw.parquet,2026-04-25 21:35:49,2026-04-25 21:36:06,2026-04-25T19:35:49Z,2026-04-25T19:36:06Z,not_walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,17.0,17,1651,2,0.0,0.0,0.0,0.0005307390034919824,0.12133544376896932,0.0,5.157406330908966
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:06:33,2026-03-03 13:06:44,2026-03-03T12:06:33Z,2026-03-03T12:06:44Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,11.0,11,2041,2,115.91615701778879,104.369925041081,127.01284799490537,0.4865403535598867,89.04938895432097,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:06:51,2026-03-03 13:07:03,2026-03-03T12:06:51Z,2026-03-03T12:07:03Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,12.0,12,2074,2,116.02635827745833,103.54094125616072,125.49572033346212,0.48949077262206814,88.42653511888938,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:07:05,2026-03-03 13:07:18,2026-03-03T12:07:05Z,2026-03-03T12:07:18Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,13.0,13,2260,2,116.12636895200947,103.48155455430114,122.84303877680088,0.49181271979513824,87.96206198694304,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:07:37,2026-03-03 13:08:01,2026-03-03T12:07:37Z,2026-03-03T12:08:01Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,24.0,24,4458,2,120.57552333630308,103.32144784987848,138.63675556197094,0.5101505586558231,91.37524928268327,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:08:08,2026-03-03 13:08:28,2026-03-03T12:08:08Z,2026-03-03T12:08:28Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,20.0,20,3651,2,122.00988088401043,102.65778195343799,141.32003535637048,0.515333304449689,92.68226002960957,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:08:45,2026-03-03 13:09:10,2026-03-03T12:08:45Z,2026-03-03T12:09:10Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,25.0,25,4724,2,118.08043466140147,101.48350147125862,130.88578599051738,0.503315634211266,88.48374175705885,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:09:22,2026-03-03 13:09:34,2026-03-03T12:09:22Z,2026-03-03T12:09:34Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,12.0,12,2368,2,118.44560229498363,106.04982897470542,133.3151023597248,0.49609684550358146,91.23612344357822,0.0,101.02935382135416
CHIHUG033-15,CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854,salidas_test/new_influx_labeling_batch/raw_blocks/CHIHUG033_15_block0001_2026_03_03_125854_2026_03_03_132854_raw.parquet,2026-03-03 13:10:38,2026-03-03 13:10:48,2026-03-03T12:10:38Z,2026-03-03T12:10:48Z,walking,,auto_review,Sugerencia heuristica por energia de acelerometro/giroscopio; revisar en Grafana.,10.0,10,1984,2,117.05848414807058,103.63463495906387,124.86032985940534,0.479864951475289,93.15172387760236,0.0,101.02935382135416
