threshold,min_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,specificity_not_walking,false_positive_rate,tn,fp,fn,tp
0.45,8,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.5,1,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.5,2,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.5,3,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.5,4,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.5,5,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.5,6,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.5,7,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.5,8,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.55,1,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.55,2,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.55,3,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.55,4,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.55,5,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.55,6,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.55,7,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.55,8,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.6,1,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.6,2,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.6,3,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.6,4,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.6,5,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.6,6,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.6,7,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.6,8,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.65,1,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.65,2,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.65,3,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.65,4,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.65,5,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.65,6,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.65,7,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.65,8,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.7,1,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.7,2,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.7,3,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.7,4,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.7,5,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.7,6,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.7,7,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.7,8,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.75,1,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.75,2,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.75,3,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.75,4,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.75,5,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.75,6,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.75,7,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.75,8,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.8,1,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.8,2,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.8,3,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.8,4,151,1.0,1.0,1.0,1.0,1.0,0.0,147,0,0,4
0.8,5,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.8,6,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.8,7,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.8,8,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.85,1,151,0.9867549668874173,1.0,0.5,0.6666666666666666,1.0,0.0,147,0,2,2
0.85,2,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.85,3,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.85,4,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.85,5,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.85,6,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.85,7,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.85,8,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.9,1,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.9,2,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.9,3,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.9,4,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.9,5,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.9,6,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.9,7,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.9,8,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.95,1,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.95,2,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.95,3,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.95,4,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.95,5,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.95,6,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.95,7,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
0.95,8,151,0.9735099337748344,0.0,0.0,0.0,1.0,0.0,147,0,4,0
