enter_threshold,exit_threshold,enter_run_windows,exit_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,specificity_not_walking,false_positive_rate,tn,fp,fn,tp,scope,segments
0.7,0.6,1,5,432,0.42824074074074076,0.0,0.0,0.0,0.42824074074074076,0.5717592592592593,185,247,0,0,new_patient,1
0.7,0.6,2,1,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.7,0.6,2,2,432,0.6782407407407407,0.0,0.0,0.0,0.6782407407407407,0.32175925925925924,293,139,0,0,new_patient,1
0.7,0.6,2,3,432,0.5833333333333334,0.0,0.0,0.0,0.5833333333333334,0.4166666666666667,252,180,0,0,new_patient,1
0.7,0.6,2,4,432,0.5648148148148148,0.0,0.0,0.0,0.5648148148148148,0.4351851851851852,244,188,0,0,new_patient,1
0.7,0.6,2,5,432,0.5648148148148148,0.0,0.0,0.0,0.5648148148148148,0.4351851851851852,244,188,0,0,new_patient,1
0.7,0.6,3,1,432,0.9328703703703703,0.0,0.0,0.0,0.9328703703703703,0.06712962962962964,403,29,0,0,new_patient,1
0.7,0.6,3,2,432,0.875,0.0,0.0,0.0,0.875,0.125,378,54,0,0,new_patient,1
0.7,0.6,3,3,432,0.7129629629629629,0.0,0.0,0.0,0.7129629629629629,0.28703703703703703,308,124,0,0,new_patient,1
0.7,0.6,3,4,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.6,3,5,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.6,4,1,432,0.9606481481481481,0.0,0.0,0.0,0.9606481481481481,0.03935185185185185,415,17,0,0,new_patient,1
0.7,0.6,4,2,432,0.9027777777777778,0.0,0.0,0.0,0.9027777777777778,0.09722222222222222,390,42,0,0,new_patient,1
0.7,0.6,4,3,432,0.7291666666666666,0.0,0.0,0.0,0.7291666666666666,0.2708333333333333,315,117,0,0,new_patient,1
0.7,0.6,4,4,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.6,4,5,432,0.6736111111111112,0.0,0.0,0.0,0.6736111111111112,0.3263888888888889,291,141,0,0,new_patient,1
0.7,0.65,1,1,432,0.7615740740740741,0.0,0.0,0.0,0.7615740740740741,0.23842592592592593,329,103,0,0,new_patient,1
0.7,0.65,1,2,432,0.6805555555555556,0.0,0.0,0.0,0.6805555555555556,0.3194444444444444,294,138,0,0,new_patient,1
0.7,0.65,1,3,432,0.6643518518518519,0.0,0.0,0.0,0.6643518518518519,0.33564814814814814,287,145,0,0,new_patient,1
0.7,0.65,1,4,432,0.5856481481481481,0.0,0.0,0.0,0.5856481481481481,0.41435185185185186,253,179,0,0,new_patient,1
0.7,0.65,1,5,432,0.5069444444444444,0.0,0.0,0.0,0.5069444444444444,0.4930555555555556,219,213,0,0,new_patient,1
0.7,0.65,2,1,432,0.8518518518518519,0.0,0.0,0.0,0.8518518518518519,0.14814814814814814,368,64,0,0,new_patient,1
0.7,0.65,2,2,432,0.7731481481481481,0.0,0.0,0.0,0.7731481481481481,0.22685185185185186,334,98,0,0,new_patient,1
0.7,0.65,2,3,432,0.7569444444444444,0.0,0.0,0.0,0.7569444444444444,0.24305555555555555,327,105,0,0,new_patient,1
0.7,0.65,2,4,432,0.6574074074074074,0.0,0.0,0.0,0.6574074074074074,0.3425925925925926,284,148,0,0,new_patient,1
0.7,0.65,2,5,432,0.6273148148148148,0.0,0.0,0.0,0.6273148148148148,0.3726851851851852,271,161,0,0,new_patient,1
0.7,0.65,3,1,432,0.9513888888888888,0.0,0.0,0.0,0.9513888888888888,0.04861111111111111,411,21,0,0,new_patient,1
0.7,0.65,3,2,432,0.8842592592592593,0.0,0.0,0.0,0.8842592592592593,0.11574074074074074,382,50,0,0,new_patient,1
0.7,0.65,3,3,432,0.8842592592592593,0.0,0.0,0.0,0.8842592592592593,0.11574074074074074,382,50,0,0,new_patient,1
0.7,0.65,3,4,432,0.8773148148148148,0.0,0.0,0.0,0.8773148148148148,0.12268518518518519,379,53,0,0,new_patient,1
0.7,0.65,3,5,432,0.8425925925925926,0.0,0.0,0.0,0.8425925925925926,0.1574074074074074,364,68,0,0,new_patient,1
0.7,0.65,4,1,432,0.9768518518518519,0.0,0.0,0.0,0.9768518518518519,0.023148148148148147,422,10,0,0,new_patient,1
0.7,0.65,4,2,432,0.9097222222222222,0.0,0.0,0.0,0.9097222222222222,0.09027777777777778,393,39,0,0,new_patient,1
0.7,0.65,4,3,432,0.9097222222222222,0.0,0.0,0.0,0.9097222222222222,0.09027777777777778,393,39,0,0,new_patient,1
0.7,0.65,4,4,432,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,384,48,0,0,new_patient,1
0.7,0.65,4,5,432,0.8541666666666666,0.0,0.0,0.0,0.8541666666666666,0.14583333333333334,369,63,0,0,new_patient,1
0.75,0.4,1,1,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.4,1,2,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.4,1,3,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.4,1,4,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.4,1,5,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.4,2,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,2,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,2,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,2,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,2,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,3,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,3,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,3,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,3,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,3,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,4,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,4,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,4,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,4,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.4,4,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,1,1,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.45,1,2,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.45,1,3,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.45,1,4,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.45,1,5,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.45,2,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,2,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,2,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,2,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,2,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,3,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,3,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,3,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,3,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,3,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,4,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,4,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,4,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,4,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.45,4,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,1,1,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.5,1,2,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.5,1,3,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.5,1,4,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.5,1,5,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.5,2,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,2,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,2,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,2,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,2,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,3,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,3,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,3,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,3,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,3,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,4,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,4,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,4,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,4,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.5,4,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,1,1,432,0.9513888888888888,0.0,0.0,0.0,0.9513888888888888,0.04861111111111111,411,21,0,0,new_patient,1
0.75,0.55,1,2,432,0.8310185185185185,0.0,0.0,0.0,0.8310185185185185,0.16898148148148148,359,73,0,0,new_patient,1
0.75,0.55,1,3,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.55,1,4,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.55,1,5,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.55,2,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,2,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,2,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,2,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,2,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,3,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,3,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,3,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,3,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,3,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,4,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,4,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,4,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,4,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.55,4,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,1,1,432,0.9745370370370371,0.0,0.0,0.0,0.9745370370370371,0.02546296296296296,421,11,0,0,new_patient,1
0.75,0.6,1,2,432,0.9537037037037037,0.0,0.0,0.0,0.9537037037037037,0.046296296296296294,412,20,0,0,new_patient,1
0.75,0.6,1,3,432,0.8541666666666666,0.0,0.0,0.0,0.8541666666666666,0.14583333333333334,369,63,0,0,new_patient,1
0.75,0.6,1,4,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.6,1,5,432,0.7986111111111112,0.0,0.0,0.0,0.7986111111111112,0.2013888888888889,345,87,0,0,new_patient,1
0.75,0.6,2,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,2,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,2,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,2,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,2,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,3,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,3,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,3,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,3,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,3,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,4,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,4,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,4,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,4,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.6,4,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,1,1,432,0.9907407407407407,0.0,0.0,0.0,0.9907407407407407,0.009259259259259259,428,4,0,0,new_patient,1
0.75,0.65,1,2,432,0.9907407407407407,0.0,0.0,0.0,0.9907407407407407,0.009259259259259259,428,4,0,0,new_patient,1
0.75,0.65,1,3,432,0.9907407407407407,0.0,0.0,0.0,0.9907407407407407,0.009259259259259259,428,4,0,0,new_patient,1
0.75,0.65,1,4,432,0.9537037037037037,0.0,0.0,0.0,0.9537037037037037,0.046296296296296294,412,20,0,0,new_patient,1
0.75,0.65,1,5,432,0.9537037037037037,0.0,0.0,0.0,0.9537037037037037,0.046296296296296294,412,20,0,0,new_patient,1
0.75,0.65,2,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,2,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,2,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,2,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,2,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,3,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,3,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,3,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,3,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,3,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,4,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,4,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,4,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,4,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.75,0.65,4,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,1,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,1,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,1,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,1,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,1,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,2,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,2,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,2,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,2,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,2,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,3,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,3,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,3,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,3,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,3,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,4,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,4,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,4,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,4,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.4,4,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,1,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,1,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,1,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,1,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,1,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,2,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,2,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,2,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,2,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,2,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,3,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,3,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,3,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,3,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,3,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,4,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,4,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,4,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,4,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.45,4,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,1,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,1,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,1,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,1,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,1,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,2,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,2,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,2,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,2,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,2,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,3,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,3,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,3,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,3,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,3,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,4,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,4,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,4,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,4,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.5,4,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,1,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,1,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,1,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,1,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,1,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,2,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,2,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,2,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,2,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,2,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,3,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,3,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,3,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,3,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,3,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,4,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,4,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,4,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,4,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.55,4,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.6,1,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.6,1,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.6,1,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.6,1,4,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.6,1,5,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.6,2,1,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.6,2,2,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
0.8,0.6,2,3,432,1.0,0.0,0.0,0.0,1.0,0.0,432,0,0,0,new_patient,1
