reference,time_center,mov_type,target,block_id,nearest_transition_distance_s
54217882M-109,2025-03-19 11:49:09.010000+00:00,not_walking,0,94,2.0
54217882M-109,2025-03-19 11:49:11.010000+00:00,walking,1,94,2.0
663495-44,2025-03-22 17:04:10+00:00,not_walking,0,98,1.0
663495-44,2025-03-22 17:04:11+00:00,walking,1,98,1.0
ACL1998-96,2025-07-16 07:08:06.450000+00:00,walking,1,163,3.0
ACL1998-96,2025-07-16 07:08:09.450000+00:00,not_walking,0,163,3.0
ACL1998-96,2025-07-16 07:17:30.020000+00:00,walking,1,177,3.0
ACL1998-96,2025-07-16 07:17:33.020000+00:00,not_walking,0,177,3.0
ACL1998-96,2025-07-16 07:17:42.020000+00:00,not_walking,0,177,1.0
ACL1998-96,2025-07-16 07:17:43.020000+00:00,walking,1,177,1.0
ACL1998-96,2025-07-16 07:19:32.020000+00:00,walking,1,183,3.0
ACL1998-96,2025-07-16 07:19:35.020000+00:00,not_walking,0,183,3.0
ACL1998-96,2025-07-16 07:19:41.020000+00:00,not_walking,0,183,2.0
ACL1998-96,2025-07-16 07:19:43.020000+00:00,walking,1,183,2.0
ACL1998-96,2025-07-16 07:45:56.010000+00:00,walking,1,233,2.0
ACL1998-96,2025-07-16 07:45:58.010000+00:00,not_walking,0,233,2.0
ACL1998-96,2025-07-16 07:47:50.010000+00:00,walking,1,237,1.0
ACL1998-96,2025-07-16 07:47:51.010000+00:00,not_walking,0,237,1.0
ACL1998-96,2025-07-16 07:47:56.010000+00:00,not_walking,0,237,3.0
ACL1998-96,2025-07-16 07:47:59.010000+00:00,walking,1,237,3.0
ACL1998-96,2025-07-16 07:49:52.010000+00:00,not_walking,0,241,2.0
ACL1998-96,2025-07-16 07:49:54.010000+00:00,walking,1,241,2.0
ACL1998-96,2025-07-16 08:17:00.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:01.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:04.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:05.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:08.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:09.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:10.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:16.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:17.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:25.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:26.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:27.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:28.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:29.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:30.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:31.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:32.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:33.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:34.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:35.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:36.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:39.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:40.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:41.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:42.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:43.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:44.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:45.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:47.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:48.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:49.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:50.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:17:51.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:54.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:17:55.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:25:28.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:25:29.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:25:30.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:25:31.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:25:32.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:25:33.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:25:34.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:25:37.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:25:38.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:25:39.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:25:40.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:25:41.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:25:44.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:25:45.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:25:46.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:25:47.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:25:48.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:25:51.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:25:52.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:25:55.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:25:56.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:26:09.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:26:10.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:26:11.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:26:12.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:26:17.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:26:18.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:26:19.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:26:21.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:26:22.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:26:23.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:29:53.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:29:54.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:30:02.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:30:03.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:30:04.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:30:10.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:30:11.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:30:12.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:30:25.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:30:26.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:30:27.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:30:52.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:30:53.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:36:30.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:36:31.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:32.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:33.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:36:34.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:36:35.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:37.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:38.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:36:39.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:40.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:36:41.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:42.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:43.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:36:44.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:36:45.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:47.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:48.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:36:49.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:50.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:51.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:36:52.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:54.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:36:55.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:36:57.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:36:58.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:37:04.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:37:05.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:37:06.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:37:14.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:37:15.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:37:16.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:37:18.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:37:19.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:37:20.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:37:23.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:37:24.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:37:25.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:37:26.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:37:27.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:37:28.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:37:29.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:37:31.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:37:32.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:39:08.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:39:09.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:10.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:39:11.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:39:12.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:13.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:39:15.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:39:16.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:28.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:29.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:39:30.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:36.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:37.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:39:38.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:43.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:44.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:39:45.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:52.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:53.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:39:54.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:55.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:39:56.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:58.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:39:59.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:40:00.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:05.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:06.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:40:07.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:22.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:23.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:40:24.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:25.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:26.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:40:29.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:40:30.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:31.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:32.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:40:33.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:37.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:38.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:40:39.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:43.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:44.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:40:45.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:48.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:49.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:40:50.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:56.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:57.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:40:58.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:40:59.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:00.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:01.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:02.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:03.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:04.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:05.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:06.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:07.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:08.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:09.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:10.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:13.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:14.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:18.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:19.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:20.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:21.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:24.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:25.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:26.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:28.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:29.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:30.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:34.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:35.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:55.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:41:56.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:41:57.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:42:01.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:42:02.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:42:03.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:42:04.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:42:05.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:25.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:26.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:52:27.020000+00:00,not_walking,0,242,1.0
ACL1998-96,2025-07-16 08:52:28.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:33.020000+00:00,walking,1,242,1.0
ACL1998-96,2025-07-16 08:52:34.020000+00:00,not_walking,0,242,1.0
