scope,threshold,rows,accuracy,precision_walking,recall_walking,f1_walking,tn,fp,fn,tp
new_patient,0.74,432,0.8842592592592593,0.0,0.0,0.0,382,50,0,0
new_patient,0.75,432,0.8981481481481481,0.0,0.0,0.0,388,44,0,0
new_patient,0.76,432,0.9027777777777778,0.0,0.0,0.0,390,42,0,0
new_patient,0.77,432,0.9143518518518519,0.0,0.0,0.0,395,37,0,0
new_patient,0.78,432,0.9259259259259259,0.0,0.0,0.0,400,32,0,0
new_patient,0.79,432,0.9421296296296297,0.0,0.0,0.0,407,25,0,0
new_patient,0.8,432,0.9513888888888888,0.0,0.0,0.0,411,21,0,0
new_patient,0.81,432,0.9629629629629629,0.0,0.0,0.0,416,16,0,0
new_patient,0.82,432,0.9722222222222222,0.0,0.0,0.0,420,12,0,0
new_patient,0.83,432,0.9791666666666666,0.0,0.0,0.0,423,9,0,0
new_patient,0.84,432,0.9837962962962963,0.0,0.0,0.0,425,7,0,0
new_patient,0.85,432,0.9884259259259259,0.0,0.0,0.0,427,5,0,0
new_patient,0.86,432,0.9930555555555556,0.0,0.0,0.0,429,3,0,0
new_patient,0.87,432,0.9930555555555556,0.0,0.0,0.0,429,3,0,0
new_patient,0.88,432,0.9930555555555556,0.0,0.0,0.0,429,3,0,0
new_patient,0.89,432,0.9953703703703703,0.0,0.0,0.0,430,2,0,0
new_patient,0.9,432,1.0,0.0,0.0,0.0,432,0,0,0
new_patient,0.91,432,1.0,0.0,0.0,0.0,432,0,0,0
new_patient,0.92,432,1.0,0.0,0.0,0.0,432,0,0,0
new_patient,0.93,432,1.0,0.0,0.0,0.0,432,0,0,0
new_patient,0.94,432,1.0,0.0,0.0,0.0,432,0,0,0
new_patient,0.95,432,1.0,0.0,0.0,0.0,432,0,0,0
new_patient,0.96,432,1.0,0.0,0.0,0.0,432,0,0,0
new_patient,0.97,432,1.0,0.0,0.0,0.0,432,0,0,0
new_patient,0.98,432,1.0,0.0,0.0,0.0,432,0,0,0
new_patient,0.99,432,1.0,0.0,0.0,0.0,432,0,0,0
